"Store","Date","Weekly_Sales","Holiday_Flag","Temperature","Fuel_Price","CPI","Unemployment","week","year"
"1","12-02-2010",1641957.44,"1",38.51,2.548,211.2421698,8.106,14648,"2010"
"1","10-09-2010",1507460.69,"1",78.69,2.565,211.4951902,7.787,14858,"2010"
"1","26-11-2010",1955624.11,"1",64.52,2.735,211.7484333,7.838,14935,"2010"
"1","31-12-2010",1367320.01,"1",48.43,2.943,211.4049321,7.838,14970,"2010"
"1","11-02-2011",1649614.93,"1",36.39,3.022,212.9367046,7.742,15012,"2011"
"1","09-09-2011",1540471.24,"1",76,3.546,215.861056,7.962,15222,"2011"
"1","25-11-2011",2033320.66,"1",60.14,3.236,218.4676211,7.866,15299,"2011"
"1","30-12-2011",1497462.72,"1",44.55,3.129,219.5359898,7.866,15334,"2011"
"1","10-02-2012",1802477.43,"1",48.02,3.409,220.2651783,7.348,15376,"2012"
"1","07-09-2012",1661767.33,"1",83.96,3.73,222.4390153,6.908,15586,"2012"
"2","12-02-2010",2137809.5,"1",38.49,2.548,210.8979935,8.324,14648,"2010"
"2","10-09-2010",1839128.83,"1",79.09,2.565,211.1532104,8.099,14858,"2010"
"2","26-11-2010",2658725.29,"1",62.98,2.735,211.4062867,8.163,14935,"2010"
"2","31-12-2010",1750434.55,"1",47.3,2.943,211.064774,8.163,14970,"2010"
"2","11-02-2011",2168041.61,"1",33.19,3.022,212.5928624,8.028,15012,"2011"
"2","09-09-2011",1748000.65,"1",77.97,3.546,215.5148295,7.852,15222,"2011"
"2","25-11-2011",2614202.3,"1",56.36,3.236,218.1130269,7.441,15299,"2011"
"2","30-12-2011",1874226.52,"1",44.57,3.129,219.1773063,7.441,15334,"2011"
"2","10-02-2012",2103322.68,"1",46.98,3.409,219.9049073,7.057,15376,"2012"
"2","07-09-2012",1898777.07,"1",87.65,3.73,222.0747635,6.565,15586,"2012"
"3","12-02-2010",420728.96,"1",47.93,2.548,214.5747916,7.368,14648,"2010"
"3","10-09-2010",352260.97,"1",80.84,2.565,214.8065431,7.346,14858,"2010"
"3","26-11-2010",565567.84,"1",68.71,2.735,215.0614025,7.564,14935,"2010"
"3","31-12-2010",382677.76,"1",53.2,2.943,214.6986466,7.564,14970,"2010"
"3","11-02-2011",430526.21,"1",43.57,3.022,216.2660913,7.551,15012,"2011"
"3","09-09-2011",377347.49,"1",81.72,3.546,219.2135305,7.567,15222,"2011"
"3","25-11-2011",556925.19,"1",68,3.236,221.9011185,7.197,15299,"2011"
"3","30-12-2011",410553.88,"1",48.29,3.129,223.0090839,7.197,15334,"2011"
"3","10-02-2012",473292.47,"1",51.65,3.409,223.753643,6.833,15376,"2012"
"3","07-09-2012",408229.73,"1",84.99,3.73,225.9660263,6.334,15586,"2012"
"4","12-02-2010",2188307.39,"1",28.84,2.573,126.4962581,8.623,14648,"2010"
"4","10-09-2010",1865820.81,"1",73.54,2.574,126.1145806,7.372,14858,"2010"
"4","26-11-2010",2789469.45,"1",48.08,2.752,126.6692667,7.127,14935,"2010"
"4","31-12-2010",1794868.74,"1",38.09,2.955,127.0876774,7.127,14970,"2010"
"4","11-02-2011",2187847.29,"1",33.29,3.033,127.859129,6.51,15012,"2011"
"4","09-09-2011",2093139.01,"1",73.34,3.554,129.3686129,5.644,15222,"2011"
"4","25-11-2011",3004702.33,"1",47.96,3.225,129.8364,5.143,15299,"2011"
"4","30-12-2011",2007105.86,"1",36.89,3.119,130.0710323,5.143,15334,"2011"
"4","10-02-2012",2374660.64,"1",33,3.411,130.3849032,4.607,15376,"2012"
"4","07-09-2012",2125104.72,"1",82.09,3.709,130.9325484,4.077,15586,"2012"
"5","12-02-2010",311825.7,"1",39.81,2.548,211.8004698,6.566,14648,"2010"
"5","10-09-2010",306533.08,"1",79.86,2.565,212.0499271,6.496,14858,"2010"
"5","26-11-2010",488362.61,"1",66.15,2.735,212.303441,6.768,14935,"2010"
"5","31-12-2010",298180.18,"1",49.79,2.943,211.9567142,6.768,14970,"2010"
"5","11-02-2011",311590.54,"1",38.25,3.022,213.4944627,6.634,15012,"2011"
"5","09-09-2011",321110.22,"1",79.04,3.546,216.4226819,6.529,15222,"2011"
"5","25-11-2011",507900.07,"1",61.93,3.236,219.0428204,6.3,15299,"2011"
"5","30-12-2011",349624.88,"1",45.62,3.129,220.1178226,6.3,15334,"2011"
"5","10-02-2012",349239.88,"1",48.57,3.409,220.849586,5.943,15376,"2012"
"5","07-09-2012",350648.91,"1",86.3,3.73,223.0298805,5.603,15586,"2012"
"6","12-02-2010",1606283.86,"1",40.57,2.548,212.7700425,7.259,14648,"2010"
"6","10-09-2010",1424225.44,"1",78.78,2.565,213.013312,6.973,14858,"2010"
"6","26-11-2010",2267452.4,"1",65.79,2.735,213.2672961,7.007,14935,"2010"
"6","31-12-2010",1464050.02,"1",49.14,2.943,212.9149674,7.007,14970,"2010"
"6","11-02-2011",1486920.17,"1",39.38,3.022,214.4630941,6.858,15012,"2011"
"6","09-09-2011",1483574.38,"1",80.21,3.546,217.3980304,6.925,15222,"2011"
"6","25-11-2011",2249811.55,"1",62.78,3.236,220.0417412,6.551,15299,"2011"
"6","30-12-2011",1598080.52,"1",46.8,3.129,221.1282634,6.551,15334,"2011"
"6","10-02-2012",1620603.92,"1",48.58,3.409,221.8644987,6.132,15376,"2012"
"6","07-09-2012",1608077.01,"1",86.33,3.73,224.0560076,5.668,15586,"2012"
"7","12-02-2010",524104.92,"1",25.9,2.572,189.4642725,9.014,14648,"2010"
"7","10-09-2010",535769.32,"1",48.5,2.78,190.3958293,9.017,14858,"2010"
"7","26-11-2010",835189.26,"1",17.95,2.742,191.0121805,9.137,14935,"2010"
"7","31-12-2010",729572.08,"1",13.76,2.829,191.2557002,9.137,14970,"2010"
"7","11-02-2011",559903.13,"1",10.24,3.037,191.8572881,8.818,15012,"2011"
"7","09-09-2011",613135.23,"1",45.61,3.566,194.6387853,8.622,15222,"2011"
"7","25-11-2011",949075.87,"1",27.6,3.424,195.7704,8.513,15299,"2011"
"7","30-12-2011",815915.52,"1",15.56,3.119,196.3586101,8.513,15334,"2011"
"7","10-02-2012",563460.77,"1",18.79,3.103,196.9195056,8.256,15376,"2012"
"7","07-09-2012",597876.55,"1",57.84,3.596,198.0950484,7.872,15586,"2012"
"8","12-02-2010",994801.4,"1",33.34,2.548,214.6214189,6.299,14648,"2010"
"8","10-09-2010",831425.2,"1",74.34,2.565,214.8528728,6.315,14858,"2010"
"8","26-11-2010",1261693.16,"1",51.07,2.735,215.1077548,6.433,14935,"2010"
"8","31-12-2010",773586.49,"1",41.47,2.943,214.7447295,6.433,14970,"2010"
"8","11-02-2011",996147.39,"1",28.26,3.022,216.3126733,6.262,15012,"2011"
"8","09-09-2011",848358.09,"1",69.01,3.546,219.2604355,6.425,15222,"2011"
"8","25-11-2011",1235163.86,"1",49.61,3.236,221.9491571,6.123,15299,"2011"
"8","30-12-2011",858572.22,"1",36.33,3.129,223.0576765,6.123,15334,"2011"
"8","10-02-2012",1021400.42,"1",35.71,3.409,223.8024507,5.825,15376,"2012"
"8","07-09-2012",932160.37,"1",80.87,3.73,226.0153733,5.401,15586,"2012"
"9","12-02-2010",552677.48,"1",37.08,2.548,214.8056534,6.415,14648,"2010"
"9","10-09-2010",484835.2,"1",77.7,2.565,215.0359315,6.442,14858,"2010"
"9","26-11-2010",768070.53,"1",60.18,2.735,215.2909028,6.56,14935,"2010"
"9","31-12-2010",459770.85,"1",45.92,2.943,214.9268131,6.56,14970,"2010"
"9","11-02-2011",555279.02,"1",34.13,3.022,216.496729,6.416,15012,"2011"
"9","09-09-2011",528784.86,"1",75.65,3.546,219.4457675,6.404,15222,"2011"
"9","25-11-2011",814753.5,"1",54.32,3.236,222.1389683,6.054,15299,"2011"
"9","30-12-2011",549788.36,"1",43.41,3.129,223.2496766,6.054,15334,"2011"
"9","10-02-2012",609736.12,"1",44.03,3.409,223.9953006,5.667,15376,"2012"
"9","07-09-2012",565812.29,"1",87.93,3.73,226.2103541,5.277,15586,"2012"
"10","12-02-2010",2176028.52,"1",49.96,2.828,126.4962581,9.765,14648,"2010"
"10","10-09-2010",1720530.23,"1",84.04,2.961,126.1145806,9.199,14858,"2010"
"10","26-11-2010",2939946.38,"1",55.33,3.162,126.6692667,9.003,14935,"2010"
"10","31-12-2010",1707298.14,"1",49.67,3.148,127.0876774,9.003,14970,"2010"
"10","11-02-2011",2115408.31,"1",51.51,3.381,127.859129,8.744,15012,"2011"
"10","09-09-2011",1670579.82,"1",89.06,3.771,129.3686129,8.257,15222,"2011"
"10","25-11-2011",2950198.64,"1",60.68,3.76,129.8364,7.874,15299,"2011"
"10","30-12-2011",1930690.37,"1",48.92,3.428,130.0710323,7.874,15334,"2011"
"10","10-02-2012",2218595.8,"1",55.73,3.722,130.3849032,7.545,15376,"2012"
"10","07-09-2012",1708283.28,"1",83.07,4.124,130.9325484,7.17,15586,"2012"
"11","12-02-2010",1574684.08,"1",48.01,2.548,214.5747916,7.368,14648,"2010"
"11","10-09-2010",1231428.46,"1",81.93,2.565,214.8065431,7.346,14858,"2010"
"11","26-11-2010",1757242.51,"1",69.9,2.735,215.0614025,7.564,14935,"2010"
"11","31-12-2010",1172003.1,"1",55.03,2.943,214.6986466,7.564,14970,"2010"
"11","11-02-2011",1419236.9,"1",44.61,3.022,216.2660913,7.551,15012,"2011"
"11","09-09-2011",1249439.95,"1",84.91,3.546,219.2135305,7.567,15222,"2011"
"11","25-11-2011",1848953.48,"1",70.03,3.236,221.9011185,7.197,15299,"2011"
"11","30-12-2011",1352084.21,"1",48.86,3.129,223.0090839,7.197,15334,"2011"
"11","10-02-2012",1574287.76,"1",52.23,3.409,223.753643,6.833,15376,"2012"
"11","07-09-2012",1304584.4,"1",85.17,3.73,225.9660263,6.334,15586,"2012"
"12","12-02-2010",1117863.33,"1",47.87,2.946,126.4962581,13.975,14648,"2010"
"12","10-09-2010",903119.03,"1",83.63,3.044,126.1145806,14.18,14858,"2010"
"12","26-11-2010",1601377.41,"1",47.66,3.162,126.6692667,14.313,14935,"2010"
"12","31-12-2010",891736.91,"1",45.64,3.148,127.0876774,14.313,14970,"2010"
"12","11-02-2011",1086421.57,"1",51.3,3.381,127.859129,14.021,15012,"2011"
"12","09-09-2011",922850.57,"1",88,3.913,129.3686129,13.503,15222,"2011"
"12","25-11-2011",1591920.42,"1",53.25,3.622,129.8364,12.89,15299,"2011"
"12","30-12-2011",1111638.07,"1",44.64,3.428,130.0710323,12.89,15334,"2011"
"12","10-02-2012",1199330.85,"1",52.27,3.722,130.3849032,12.187,15376,"2012"
"12","07-09-2012",955146.04,"1",88.52,4.124,130.9325484,10.926,15586,"2012"
"13","12-02-2010",2030933.46,"1",33.16,2.671,126.4962581,8.316,14648,"2010"
"13","10-09-2010",1772143.94,"1",65.74,2.87,126.1145806,7.951,14858,"2010"
"13","26-11-2010",2766400.05,"1",28.22,2.83,126.6692667,7.795,14935,"2010"
"13","31-12-2010",1675292,"1",26.79,2.868,127.0876774,7.795,14970,"2010"
"13","11-02-2011",1944438.9,"1",30.83,3.034,127.859129,7.47,15012,"2011"
"13","09-09-2011",1872921.31,"1",70.19,3.619,129.3686129,6.877,15222,"2011"
"13","25-11-2011",2864170.61,"1",38.89,3.445,129.8364,6.392,15299,"2011"
"13","30-12-2011",1969056.91,"1",31.53,3.119,130.0710323,6.392,15334,"2011"
"13","10-02-2012",2069284.57,"1",33.73,3.116,130.3849032,6.104,15376,"2012"
"13","07-09-2012",2165796.31,"1",70.65,3.689,130.9325484,5.765,15586,"2012"
"14","12-02-2010",1704218.84,"1",27.73,2.773,181.982317,8.992,14648,"2010"
"14","10-09-2010",2191767.76,"1",70.87,2.699,182.598178,8.743,14858,"2010"
"14","26-11-2010",2921709.71,"1",46.15,3.039,182.7832769,8.724,14935,"2010"
"14","31-12-2010",1623716.46,"1",29.67,3.179,182.5714479,8.724,14970,"2010"
"14","11-02-2011",1980405.03,"1",30.3,3.239,183.7016129,8.549,15012,"2011"
"14","09-09-2011",2202742.9,"1",71.48,3.738,186.6737376,8.625,15222,"2011"
"14","25-11-2011",2685351.81,"1",48.71,3.492,188.3504,8.523,15299,"2011"
"14","30-12-2011",1914148.89,"1",37.79,3.389,189.0620155,8.523,15334,"2011"
"14","10-02-2012",2077256.24,"1",37,3.64,189.7076048,8.424,15376,"2012"
"14","07-09-2012",1904512.34,"1",75.7,3.911,191.5776756,8.684,15586,"2012"
"15","12-02-2010",682447.1,"1",22,2.94,131.5866129,8.35,14648,"2010"
"15","10-09-2010",641965.2,"1",62.36,2.837,132.7564516,8.099,14858,"2010"
"15","26-11-2010",1120018.92,"1",40.71,3.186,132.8369333,8.067,14935,"2010"
"15","31-12-2010",543754.17,"1",26.54,3.336,132.8150323,8.067,14970,"2010"
"15","11-02-2011",582864.35,"1",21.64,3.416,133.260871,7.771,15012,"2011"
"15","09-09-2011",607593.51,"1",67.59,3.93,136.2745806,7.806,15222,"2011"
"15","25-11-2011",1066478.1,"1",41.1,3.689,136.4788,7.866,15299,"2011"
"15","30-12-2011",603460.79,"1",31.44,3.566,136.6432581,7.866,15334,"2011"
"15","10-02-2012",628218.22,"1",31.91,3.826,137.1666774,7.943,15376,"2012"
"15","07-09-2012",587259.82,"1",71.61,4.076,138.4729355,8.193,15586,"2012"
"16","12-02-2010",472044.28,"1",20.87,2.572,189.4642725,7.039,14648,"2010"
"16","10-09-2010",537518.57,"1",57.24,2.78,190.3958293,6.868,14858,"2010"
"16","26-11-2010",651837.77,"1",23.46,2.742,191.0121805,6.986,14935,"2010"
"16","31-12-2010",575317.38,"1",19.66,2.829,191.2557002,6.986,14970,"2010"
"16","11-02-2011",466806.89,"1",15.02,3.037,191.8572881,6.614,15012,"2011"
"16","09-09-2011",574622.56,"1",56.99,3.566,194.6387853,6.338,15222,"2011"
"16","25-11-2011",712422.4,"1",31.39,3.424,195.7704,6.232,15299,"2011"
"16","30-12-2011",665861.06,"1",23.91,3.119,196.3586101,6.232,15334,"2011"
"16","10-02-2012",473766.97,"1",23.69,3.103,196.9195056,6.162,15376,"2012"
"16","07-09-2012",537138.58,"1",60.09,3.596,198.0950484,6.061,15586,"2012"
"17","12-02-2010",841951.91,"1",18.36,2.671,126.4962581,6.548,14648,"2010"
"17","10-09-2010",1200888.28,"1",56.28,2.87,126.1145806,6.697,14858,"2010"
"17","26-11-2010",1005448.76,"1",19.03,2.83,126.6692667,6.885,14935,"2010"
"17","31-12-2010",635862.55,"1",20.79,2.868,127.0876774,6.885,14970,"2010"
"17","11-02-2011",813211.46,"1",14.19,3.034,127.859129,6.866,15012,"2011"
"17","09-09-2011",1161900.18,"1",61.94,3.619,129.3686129,6.745,15222,"2011"
"17","25-11-2011",1225700.28,"1",32.81,3.445,129.8364,6.617,15299,"2011"
"17","30-12-2011",777207.3,"1",26.73,3.119,130.0710323,6.617,15334,"2011"
"17","10-02-2012",880165.7,"1",23.63,3.116,130.3849032,6.403,15376,"2012"
"17","07-09-2012",1255633.29,"1",61.99,3.689,130.9325484,5.936,15586,"2012"
"18","12-02-2010",1187880.7,"1",26.41,2.771,131.5866129,9.202,14648,"2010"
"18","10-09-2010",1011201.12,"1",67.09,2.717,132.7564516,9.342,14858,"2010"
"18","26-11-2010",1653759.36,"1",40.81,3.07,132.8369333,9.331,14935,"2010"
"18","31-12-2010",887907.01,"1",26.1,3.177,132.8150323,9.331,14970,"2010"
"18","11-02-2011",1122053.58,"1",24.3,3.255,133.260871,9.131,15012,"2011"
"18","09-09-2011",951549.61,"1",68.11,3.809,136.2745806,8.89,15222,"2011"
"18","25-11-2011",1624170.99,"1",41.97,3.536,136.4788,8.471,15299,"2011"
"18","30-12-2011",1010562.49,"1",32.36,3.402,136.6432581,8.471,15334,"2011"
"18","10-02-2012",1161615.51,"1",32.83,3.655,137.1666774,8.075,15376,"2012"
"18","07-09-2012",1083521.24,"1",71.85,3.921,138.4729355,8.535,15586,"2012"
"19","12-02-2010",1536549.95,"1",23.22,2.94,131.5866129,8.35,14648,"2010"
"19","10-09-2010",1591453.39,"1",63.36,2.837,132.7564516,8.099,14858,"2010"
"19","26-11-2010",1993367.83,"1",42.62,3.186,132.8369333,8.067,14935,"2010"
"19","31-12-2010",1275146.94,"1",28.65,3.336,132.8150323,8.067,14970,"2010"
"19","11-02-2011",1430851.11,"1",21.79,3.416,133.260871,7.771,15012,"2011"
"19","09-09-2011",1566712.79,"1",68.28,3.93,136.2745806,7.806,15222,"2011"
"19","25-11-2011",1974646.78,"1",42.75,3.689,136.4788,7.866,15299,"2011"
"19","30-12-2011",1405168.06,"1",31.65,3.566,136.6432581,7.866,15334,"2011"
"19","10-02-2012",1499496.67,"1",32.61,3.826,137.1666774,7.943,15376,"2012"
"19","07-09-2012",1497073.82,"1",72.2,4.076,138.4729355,8.193,15586,"2012"
"20","12-02-2010",2109107.9,"1",22.12,2.773,204.3857472,8.187,14648,"2010"
"20","10-09-2010",2014954.79,"1",65.02,2.699,204.7266827,7.527,14858,"2010"
"20","26-11-2010",2811634.04,"1",46.66,3.039,204.9621,7.484,14935,"2010"
"20","31-12-2010",1799737.79,"1",28.85,3.179,204.6432267,7.484,14970,"2010"
"20","11-02-2011",2211388.14,"1",25.38,3.239,206.0763862,7.343,15012,"2011"
"20","09-09-2011",2050542.56,"1",68.74,3.738,209.0225562,7.274,15222,"2011"
"20","25-11-2011",2906233.25,"1",46.38,3.492,211.4120757,7.082,15299,"2011"
"20","30-12-2011",2043245,"1",36.35,3.389,212.4035763,7.082,15334,"2011"
"20","10-02-2012",2462978.28,"1",33.47,3.64,213.1186138,6.961,15376,"2012"
"20","07-09-2012",2080529.06,"1",76.36,3.911,215.2189573,7.28,15586,"2012"
"21","12-02-2010",809321.44,"1",37.77,2.548,210.8979935,8.324,14648,"2010"
"21","10-09-2010",674055.81,"1",79.3,2.565,211.1532104,8.099,14858,"2010"
"21","26-11-2010",1245628.61,"1",62.96,2.735,211.4062867,8.163,14935,"2010"
"21","31-12-2010",672903.23,"1",47.19,2.943,211.064774,8.163,14970,"2010"
"21","11-02-2011",771908.51,"1",34.61,3.022,212.5928624,8.028,15012,"2011"
"21","09-09-2011",653989.65,"1",78.87,3.546,215.5148295,7.852,15222,"2011"
"21","25-11-2011",1219263.4,"1",56.43,3.236,218.1130269,7.441,15299,"2011"
"21","30-12-2011",804362.36,"1",45.16,3.129,219.1773063,7.441,15334,"2011"
"21","10-02-2012",770652.79,"1",46.52,3.409,219.9049073,7.057,15376,"2012"
"21","07-09-2012",642827.29,"1",88.4,3.73,222.0747635,6.565,15586,"2012"
"22","12-02-2010",1022571.25,"1",28.14,2.771,135.4113076,8.283,14648,"2010"
"22","10-09-2010",924174.4,"1",68.6,2.717,136.6212085,8.433,14858,"2010"
"22","26-11-2010",1564502.26,"1",44.61,3.07,136.6895714,8.572,14935,"2010"
"22","31-12-2010",774262.28,"1",28.49,3.177,136.665265,8.572,14970,"2010"
"22","11-02-2011",1009206.33,"1",28.89,3.255,137.1378318,8.458,15012,"2011"
"22","09-09-2011",1004434.54,"1",69.14,3.809,140.2310173,8.023,15222,"2011"
"22","25-11-2011",1535857.49,"1",46.28,3.536,140.4217857,7.706,15299,"2011"
"22","30-12-2011",982661.14,"1",36.28,3.402,140.5874505,7.706,15334,"2011"
"22","10-02-2012",1034448.07,"1",35.68,3.655,141.1199827,7.503,15376,"2012"
"22","07-09-2012",996628.8,"1",73.3,3.921,142.500303,7.753,15586,"2012"
"23","12-02-2010",1380892.08,"1",18.75,2.771,131.5866129,5.892,14648,"2010"
"23","10-09-2010",1272842.85,"1",63.21,2.717,132.7564516,5.326,14858,"2010"
"23","26-11-2010",2072685.05,"1",34.95,3.07,132.8369333,5.287,14935,"2010"
"23","31-12-2010",1169773.85,"1",19.05,3.177,132.8150323,5.287,14970,"2010"
